next_purchase_after_30d,Transaction_Value,Coupon_Status,Gender,Tenure_Months,Delivery_Charges
0,10.39,Unused,F,31,6.5
0,64.88,Unused,F,31,75.0
0,36.47,Unused,F,31,6.0
0,119.0,Unused,F,31,6.0
0,28.0,Unused,F,31,6.0
0,149.0,Unused,F,31,6.0
0,4.95,Unused,F,31,6.0
0,29.98,Unused,F,31,6.0
0,16.8,Unused,F,31,6.0
0,9.49,Unused,F,31,75.0
0,238.0,Unused,F,31,12.99
0,22.8,Unused,F,31,6.0
1,238.0,Used,M,50,6.0
0,12.76,Used,M,50,6.5
0,119.0,Used,M,50,12.99
0,119.0,Used,M,50,6.0
0,158.0,Used,M,50,6.0
0,10.39,Unused,M,50,6.5
0,6.0,Unused,M,50,6.0
0,11.96,Unused,M,50,6.0
0,16.79,Unused,M,50,6.5
0,79.0,Unused,M,50,6.0
0,47.52,Unused,M,50,6.0
0,205.7,Unused,M,50,6.0
1,268.57,Used,F,37,6.5
0,209.2,Unused,F,37,6.5
1,96.0,Used,F,37,22.58
0,595.0,Unused,F,37,12.99
0,158.0,Unused,F,37,12.99
1,16.79,Used,F,45,6.0
0,46.77,Unused,F,45,6.0
0,33.58,Unused,F,45,12.99
0,119.0,Unused,F,45,6.0
1,24.38,Used,M,3,6.5
0,11.97,Unused,M,3,6.5
1,3.6,Used,M,37,6.5
0,15.67,Used,M,37,6.5
0,122.77,Used,M,37,6.5
0,245.54,Used,M,37,6.5
0,122.77,Used,M,37,6.5
0,245.54,Used,M,37,6.5
0,81.5,Used,M,37,6.5
0,163.0,Used,M,37,6.5
0,153.71,Used,M,37,6.5
0,153.71,Used,M,37,6.5
0,2.05,Unused,M,37,6.5
0,122.77,Unused,M,37,6.5
0,368.31,Unused,M,37,6.5
0,122.77,Unused,M,37,6.5
0,368.31,Unused,M,37,6.5
0,16.5,Unused,M,37,6.5
0,81.5,Unused,M,37,6.5
0,81.5,Unused,M,37,6.5
0,153.71,Unused,M,37,6.5
0,153.71,Unused,M,37,35.3
0,153.71,Unused,M,37,6.5
0,307.42,Unused,M,37,6.5
0,153.71,Unused,M,37,6.5
0,14.8,Unused,M,37,6.5
0,77.36,Unused,M,37,6.5
1,202.84,Used,M,42,6.5
0,48.92,Used,M,42,12.99
0,16.3,Used,M,42,12.99
0,22.41,Used,M,42,6.0
0,16.3,Used,M,42,12.99
0,242.6,Used,M,42,12.99
0,121.3,Used,M,42,12.99
0,151.88,Used,M,42,6.5
0,151.88,Used,M,42,6.5
0,161.04,Used,M,42,6.5
0,111.67,Unused,M,42,12.99
0,136.65,Unused,M,42,6.0
0,100.91,Unused,M,42,6.5
0,100.91,Unused,M,42,12.99
0,22.41,Unused,M,42,6.0
0,121.3,Unused,M,42,6.5
0,3.87,Unused,M,42,6.5
0,151.88,Unused,M,42,6.5
0,241.56,Unused,M,42,6.5
0,427.49,Unused,M,42,6.0
0,17.93,Unused,M,42,12.99
0,100.91,Unused,M,42,6.5
0,11.82,Unused,M,42,12.99
1,33.59,Used,F,7,6.5
0,33.59,Used,F,7,6.5
0,33.59,Unused,F,7,6.5
0,33.59,Unused,F,7,6.5
0,33.59,Unused,F,7,6.5
0,33.59,Unused,F,7,6.5
1,24.99,Used,F,7,6.5
0,77.96,Unused,F,7,6.5
1,238.0,Used,M,4,6.0
0,15.19,Used,M,4,6.0
0,79.0,Used,M,4,6.0
0,43.99,Used,M,4,6.0
0,149.0,Used,M,4,6.0
0,149.0,Used,M,4,6.0
0,38.38,Unused,M,4,6.5
0,19.19,Unused,M,4,12.99
0,51.97,Unused,M,4,6.0
0,44.79,Unused,M,4,6.0
0,15.99,Unused,M,4,6.0
0,52.07,Unused,M,4,6.0
0,119.0,Unused,M,4,12.99
0,238.0,Unused,M,4,6.0
0,25.5,Unused,M,4,6.0
0,25.5,Unused,M,4,6.0
0,149.0,Unused,M,4,6.0
0,103.41,Unused,M,4,6.0
0,12.99,Unused,M,4,6.0
0,119.0,Unused,M,4,6.0
0,119.0,Unused,M,4,6.0
0,15.99,Unused,M,4,6.0
0,149.0,Unused,M,4,12.99
1,18.99,Used,M,4,6.0
0,3.5,Unused,M,4,6.0
0,39.8,Unused,M,4,6.0
0,23.85,Unused,M,4,6.0
0,11.99,Unused,M,4,6.5
0,149.0,Unused,M,4,6.0
0,447.0,Unused,M,4,6.0
0,25.19,Unused,M,4,6.0
0,447.0,Unused,M,4,6.0
0,23.75,Used,M,4,6.0
0,6.0,Used,M,4,6.0
0,5.7,Used,M,4,6.0
0,447.0,Used,M,4,6.0
0,31.35,Unused,M,4,6.0
0,15.19,Unused,M,4,6.0
0,15.2,Unused,M,4,6.0
0,238.0,Unused,M,4,6.0
0,149.0,Unused,M,4,12.99
0,10.63,Unused,M,4,6.0
0,31.35,Unused,M,4,6.0
0,119.0,Unused,M,4,6.0
1,10.99,Used,F,40,6.0
0,8.4,Used,F,40,6.0
0,19.19,Used,F,40,6.0
0,13.43,Used,F,40,6.0
0,18.99,Used,F,40,6.0
0,50.83,Used,F,40,12.99
0,15.99,Used,F,40,6.0
0,30.78,Used,F,40,6.0
0,149.0,Used,F,40,6.0
0,158.0,Used,F,40,6.0
0,201.09,Unused,F,40,12.91
0,22.33,Unused,F,40,6.0
0,2.99,Unused,F,40,6.0
0,109.94,Unused,F,40,19.99
0,38.52,Unused,F,40,6.0
0,15.99,Unused,F,40,6.0
0,13.59,Unused,F,40,6.0
0,119.0,Unused,F,40,6.0
0,357.0,Unused,F,40,6.0
0,277.0,Unused,F,40,6.0
0,370.59,Unused,F,40,12.99
0,253.99,Unused,F,40,6.0
0,119.0,Unused,F,40,6.0
0,238.0,Unused,F,40,6.0
0,15.99,Unused,F,40,6.0
0,15.99,Unused,F,40,6.0
0,158.0,Unused,F,40,6.0
0,15.99,Unused,F,40,6.0
0,13.59,Unused,F,40,6.0
0,149.0,Unused,F,40,6.0
0,63.6,Unused,F,40,19.99
0,87.9,Unused,F,40,12.91
0,139.93,Unused,F,40,6.0
0,2.39,Unused,F,40,6.0
0,119.0,Unused,F,40,6.0
0,238.0,Unused,F,40,6.0
0,11.89,Unused,F,40,6.0
0,24.22,Unused,F,40,6.0
0,11.19,Unused,F,40,6.0
0,298.0,Unused,F,40,6.0
0,149.0,Unused,F,40,6.0
0,13.29,Used,F,40,20.0
1,4.99,Used,F,40,6.0
0,11.48,Used,F,40,6.0
0,39.8,Used,F,40,6.0
0,15.19,Used,F,40,6.0
0,12.0,Used,F,40,6.0
0,7.17,Used,F,40,6.5
0,77.7,Used,F,40,6.5
0,19.19,Used,F,40,12.99
0,6.99,Used,F,40,6.0
0,46.14,Used,F,40,6.0
0,119.0,Used,F,40,6.0
0,238.0,Used,F,40,6.0
0,119.0,Used,F,40,6.0
0,238.0,Used,F,40,6.0
0,27.19,Used,F,40,12.99
0,27.18,Used,F,40,6.0
0,55.9,Unused,F,40,6.0
0,87.24,Unused,F,40,6.0
0,11.99,Unused,F,40,6.0
0,13.66,Unused,F,40,6.5
0,35.73,Unused,F,40,6.0
0,119.7,Unused,F,40,18.12
0,8.4,Unused,F,40,6.0
0,13.98,Unused,F,40,6.0
0,27.18,Unused,F,40,6.0
0,13.59,Unused,F,40,6.0
0,5.7,Unused,F,40,6.0
0,2.99,Unused,F,40,6.0
0,119.0,Unused,F,40,12.99
0,119.0,Unused,F,40,6.0
0,119.0,Unused,F,40,6.0
0,119.0,Unused,F,40,6.0
0,27.18,Unused,F,40,12.99
0,40.77,Unused,F,40,6.5
0,13.59,Unused,F,40,6.0
0,149.0,Unused,F,40,6.0
0,149.0,Unused,F,40,6.0
0,14.0,Unused,F,40,6.0
0,7.69,Unused,F,40,6.0
0,4.78,Unused,F,40,6.5
0,11.99,Unused,F,40,6.0
0,13.2,Unused,F,40,6.0
0,4.56,Unused,F,40,6.0
0,119.0,Unused,F,40,12.99
1,43.2,Used,M,29,6.0
0,3.5,Unused,M,29,6.0
0,15.39,Unused,M,29,6.0
0,38.4,Unused,M,29,6.0
0,19.99,Unused,M,29,6.0
0,319.84,Unused,M,29,44.4
0,575.0,Unused,M,29,6.0
0,8.16,Unused,M,29,6.0
0,130.4,Unused,M,29,44.4
0,79.8,Unused,M,29,6.0
1,301.34,Used,F,16,354.0
0,15.18,Used,F,16,6.5
0,158.0,Used,F,16,6.5
0,149.0,Used,F,16,6.5
0,727.87,Unused,F,16,354.0
0,19.19,Unused,F,16,35.3
0,3.98,Unused,F,16,6.5
0,19.99,Unused,F,16,6.5
0,122.23,Unused,F,16,35.3
0,119.0,Unused,F,16,6.5
1,79.0,Used,F,16,6.0
1,119.0,Used,F,50,6.0
0,12.31,Used,F,50,6.0
0,298.0,Used,F,50,6.0
0,79.99,Unused,F,50,6.0
0,137.4,Unused,F,50,12.99
0,268.0,Unused,F,50,6.0
0,119.0,Unused,F,50,6.0
0,13.99,Unused,F,50,6.0
0,655.0,Unused,F,50,6.0
0,158.0,Unused,F,50,6.0
0,149.0,Unused,F,50,6.0
0,149.0,Unused,F,50,6.0
0,79.5,Unused,F,50,12.99
1,7.45,Unused,F,23,6.5
1,199.0,Used,F,23,8.7
0,11.97,Unused,F,23,6.0
0,10.63,Unused,F,23,6.0
1,14.4,Used,F,23,6.0
0,27.75,Unused,F,23,6.0
0,395.0,Unused,F,23,6.0
0,16.79,Unused,F,23,6.0
1,4.99,Used,F,32,6.0
0,199.0,Used,F,32,6.0
0,13.99,Used,F,32,6.0
0,2.39,Used,F,32,6.0
0,31.98,Used,F,32,6.5
0,119.0,Used,F,32,6.0
0,16.79,Used,F,32,20.85
0,32.18,Used,F,32,6.0
0,7.6,Used,F,32,6.0
0,79.0,Used,F,32,6.0
0,516.6,Unused,F,32,6.0
0,15.99,Unused,F,32,6.0
0,30.49,Unused,F,32,6.0
0,11.2,Unused,F,32,6.0
0,31.98,Unused,F,32,6.5
0,19.78,Unused,F,32,6.0
0,119.0,Unused,F,32,6.0
0,16.79,Unused,F,32,6.0
0,365.79,Unused,F,32,6.0
0,349.0,Unused,F,32,12.99
0,3.8,Unused,F,32,6.0
0,316.0,Unused,F,32,6.0
0,149.0,Unused,F,32,6.0
0,298.0,Unused,F,32,6.0
0,149.0,Unused,F,32,6.0
0,279.0,Unused,F,32,6.0
0,2.39,Unused,F,32,6.0
0,238.0,Unused,F,32,6.0
0,9.5,Unused,F,32,6.0
1,1.59,Used,F,36,6.5
0,34.13,Used,F,36,6.5
0,119.0,Used,F,36,6.5
0,24.99,Used,F,36,6.5
0,151.97,Unused,F,36,6.5
0,1.59,Unused,F,36,6.5
0,476.0,Unused,F,36,6.5
0,52.07,Unused,F,36,6.5
0,298.0,Unused,F,36,6.5
0,13.59,Unused,F,36,6.5
0,52.07,Unused,F,36,6.5
0,119.0,Unused,F,36,6.5
0,49.5,Used,F,36,16.85
0,35.0,Used,F,36,6.5
0,111.52,Used,F,36,6.5
0,10.39,Used,F,36,6.5
0,44.79,Used,F,36,6.5
0,41.57,Used,F,36,6.5
0,25.9,Used,F,36,6.5
0,52.07,Used,F,36,6.5
0,149.0,Used,F,36,6.5
0,149.0,Used,F,36,6.5
0,395.0,Used,F,36,6.5
0,237.0,Used,F,36,6.5
0,79.0,Used,F,36,6.5
0,79.0,Used,F,36,6.5
0,16.99,Used,F,36,6.5
0,149.0,Used,F,36,6.5
0,298.0,Used,F,36,6.5
0,13.29,Used,F,36,6.5
0,9.95,Unused,F,36,6.5
0,21.98,Unused,F,36,6.5
0,308.62,Unused,F,36,12.91
0,2.39,Unused,F,36,6.5
0,14.0,Unused,F,36,19.02
0,7.96,Unused,F,36,6.5
0,86.35,Unused,F,36,6.5
0,357.0,Unused,F,36,6.5
0,119.0,Unused,F,36,6.5
0,119.0,Unused,F,36,6.5
0,119.0,Unused,F,36,6.5
0,34.99,Unused,F,36,6.5
0,149.0,Unused,F,36,6.5
0,395.0,Unused,F,36,6.5
0,395.0,Unused,F,36,6.5
0,395.0,Unused,F,36,6.5
0,79.0,Unused,F,36,6.5
0,27.18,Unused,F,36,6.5
0,149.0,Unused,F,36,6.5
0,49.75,Unused,F,36,16.85
0,8.79,Unused,F,36,6.5
0,59.9,Unused,F,36,19.02
0,11.19,Unused,F,36,6.5
0,149.5,Unused,F,36,6.5
0,2.99,Unused,F,36,6.5
0,2.39,Unused,F,36,6.5
0,119.0,Unused,F,36,6.5
0,119.0,Unused,F,36,6.5
0,15.19,Unused,F,36,6.5
0,79.0,Unused,F,36,6.5
0,298.0,Unused,F,36,6.5
0,79.0,Unused,F,36,6.5
1,2.8,Used,F,36,6.0
0,17.5,Used,F,36,6.0
0,8.0,Used,F,36,6.0
0,41.17,Used,F,36,15.37
0,45.6,Used,F,36,29.9
0,2.99,Used,F,36,6.0
0,23.38,Used,F,36,6.0
0,13.59,Used,F,36,19.99
0,46.05,Used,F,36,6.0
0,149.0,Used,F,36,6.0
0,16.99,Unused,F,36,6.0
0,111.18,Unused,F,36,15.37
0,4.89,Unused,F,36,6.0
0,11.99,Unused,F,36,6.0
0,348.37,Unused,F,36,6.0
0,650.36,Unused,F,36,29.9
0,20.99,Unused,F,36,6.0
0,149.0,Unused,F,36,6.0
0,149.0,Unused,F,36,6.0
0,447.0,Unused,F,36,56.32
0,298.0,Unused,F,36,6.0
0,37.16,Unused,F,36,6.0
0,3.5,Unused,F,36,6.0
0,136.8,Unused,F,36,29.9
0,119.0,Unused,F,36,6.0
1,26.47,Used,M,39,61.13
0,45.0,Used,M,39,6.5
0,119.0,Used,M,39,6.5
0,238.0,Used,M,39,6.5
0,384.25,Unused,M,39,6.5
0,14.5,Unused,M,39,61.13
0,121.39,Unused,M,39,6.5
0,119.0,Unused,M,39,6.5
1,238.0,Used,M,49,6.5
0,39.18,Used,M,49,50.0
0,316.0,Used,M,49,6.5
0,710.37,Unused,M,49,6.5
0,304.55,Unused,M,49,6.5
0,19.19,Unused,M,49,14.41
0,30.39,Unused,M,49,6.5
0,78.26,Unused,M,49,35.89
0,268.0,Unused,M,49,6.5
0,39.98,Unused,M,49,50.0
0,149.0,Unused,M,49,6.5
0,119.0,Unused,M,49,6.5
1,15.14,Used,M,49,6.0
0,5.0,Used,M,49,6.0
0,99.0,Used,M,49,6.0
0,32.0,Used,M,49,6.0
0,349.0,Used,M,49,6.0
0,279.0,Used,M,49,6.0
0,23.99,Used,M,49,6.0
0,149.0,Used,M,49,6.0
0,298.0,Used,M,49,12.99
0,149.0,Used,M,49,6.0
0,199.0,Unused,M,49,6.0
0,99.0,Unused,M,49,6.0
0,99.0,Unused,M,49,6.0
0,29.12,Unused,M,49,6.0
0,119.99,Unused,M,49,19.99
0,36.75,Unused,M,49,6.0
0,238.0,Unused,M,49,6.0
0,238.0,Unused,M,49,12.99
0,357.0,Unused,M,49,6.0
0,952.0,Unused,M,49,6.0
0,28.25,Unused,M,49,6.0
0,548.0,Unused,M,49,6.0
0,4.77,Unused,M,49,6.0
0,23.75,Unused,M,49,6.0
0,79.0,Unused,M,49,6.0
1,597.0,Used,F,38,6.0
0,357.0,Used,F,38,12.99
0,199.0,Used,F,38,12.99
0,16.79,Used,F,38,6.0
0,535.0,Used,F,38,6.0
0,1.2,Unused,F,38,6.0
0,279.0,Unused,F,38,6.0
0,27.18,Unused,F,38,6.5
1,12.87,Used,F,50,6.0
0,11.19,Unused,F,50,6.0
0,30.98,Unused,F,50,6.0
1,20.66,Used,F,50,6.5
0,48.0,Unused,F,50,6.5
0,108.72,Unused,F,50,12.91
0,176.67,Unused,F,50,12.48
0,40.77,Unused,F,50,12.48
1,25.99,Used,F,25,6.0
0,79.99,Used,F,25,6.0
0,1.4,Used,F,25,6.0
0,37.98,Used,F,25,6.0
0,25.99,Used,F,25,6.0
0,13.92,Used,F,25,6.0
0,149.0,Used,F,25,6.0
0,79.0,Used,F,25,6.0
0,298.0,Used,F,25,6.0
0,149.0,Used,F,25,6.0
0,8.79,Unused,F,25,6.0
0,17.5,Unused,F,25,6.0
0,199.0,Unused,F,25,6.0
0,6.15,Unused,F,25,6.0
0,39.8,Unused,F,25,18.12
0,102.63,Unused,F,25,6.0
0,9.49,Unused,F,25,6.0
0,476.0,Unused,F,25,19.99
0,119.0,Unused,F,25,6.0
0,12.0,Unused,F,25,6.0
0,25.82,Unused,F,25,6.0
0,149.0,Unused,F,25,12.99
0,9.6,Used,F,25,44.22
0,26.64,Unused,F,25,44.22
1,34.8,Used,F,5,6.0
0,109.9,Unused,F,5,6.0
0,178.78,Unused,F,5,6.0
0,86.2,Unused,F,5,6.0
0,119.0,Unused,F,5,6.0
1,110.35,Used,F,5,6.5
0,31.9,Used,F,5,6.5
0,44.79,Used,F,5,6.5
0,55.99,Used,F,5,6.5
0,119.0,Used,F,5,6.5
0,238.0,Used,F,5,6.5
0,119.0,Used,F,5,6.5
0,119.0,Used,F,5,6.5
0,27.18,Used,F,5,6.5
0,298.0,Used,F,5,6.5
0,149.0,Used,F,5,6.5
0,149.0,Used,F,5,35.3
0,149.0,Used,F,5,6.5
0,123.19,Unused,F,5,6.5
0,207.58,Unused,F,5,6.5
0,3.5,Unused,F,5,6.5
0,59.85,Unused,F,5,13.78
0,1102.0,Unused,F,5,6.5
0,59.99,Unused,F,5,6.5
0,19.99,Unused,F,5,6.5
0,19.99,Unused,F,5,6.5
0,228.0,Unused,F,5,6.5
0,149.0,Unused,F,5,6.5
0,298.0,Unused,F,5,6.5
0,18.99,Unused,F,5,6.5
0,75.95,Unused,F,5,6.5
0,19.99,Unused,F,5,6.5
0,59.99,Unused,F,5,6.5
0,149.0,Unused,F,5,6.5
0,3.98,Used,F,5,6.5
0,357.0,Used,F,5,6.5
0,238.0,Unused,F,5,6.5
0,228.0,Unused,F,5,6.5
0,172.99,Unused,F,5,6.5
0,21.98,Unused,F,5,20.0
0,249.9,Unused,F,5,6.5
0,119.0,Unused,F,5,6.5
0,238.0,Unused,F,5,6.5
0,596.0,Unused,F,5,6.5
1,48.92,Used,F,16,6.5
0,3.05,Used,F,16,6.0
0,121.3,Used,F,16,6.5
0,202.84,Unused,F,16,6.5
0,9.43,Unused,F,16,6.0
0,2.03,Unused,F,16,6.0
0,121.3,Unused,F,16,6.5
0,121.3,Unused,F,16,12.99
0,121.3,Unused,F,16,12.99
1,16.93,Used,F,29,6.0
0,18.4,Used,F,29,6.0
0,268.0,Used,F,29,6.0
0,1197.0,Unused,F,29,48.59
0,16.8,Unused,F,29,6.0
0,1.59,Unused,F,29,6.0
0,386.0,Unused,F,29,6.0
0,61.6,Unused,F,29,6.0
0,149.0,Unused,F,29,6.0
0,119.0,Unused,F,29,6.0
0,26.4,Unused,F,29,6.0
1,149.0,Used,F,4,6.0
0,99.6,Unused,F,4,6.0
0,105.54,Unused,F,4,21.19
0,400.64,Unused,F,4,6.0
0,27.98,Unused,F,4,6.0
0,18.99,Unused,F,4,6.0
0,47.94,Unused,F,4,21.19
0,238.0,Unused,F,4,6.0
0,13.59,Unused,F,4,6.0
0,13.43,Unused,F,4,6.0
0,15.18,Unused,F,4,6.5
1,202.84,Unused,F,37,6.5
0,100.91,Unused,F,37,6.5
0,363.9,Unused,F,37,19.99
0,151.88,Unused,F,37,12.99
0,303.76,Unused,F,37,6.5
1,119.0,Used,F,8,6.5
0,16.99,Used,F,8,6.5
0,19.45,Unused,F,8,6.5
0,35.98,Unused,F,8,6.5
0,335.7,Unused,F,8,62.74
0,79.0,Unused,F,8,6.5
0,19.19,Unused,F,8,11.1
0,191.85,Unused,F,8,62.74
1,7.99,Used,M,24,6.5
0,199.0,Used,M,24,6.5
0,396.0,Used,M,24,6.5
0,149.0,Used,M,24,6.5
0,104.78,Unused,M,24,6.5
0,24.99,Unused,M,24,6.5
0,95.99,Unused,M,24,6.5
0,298.0,Unused,M,24,6.5
0,1.59,Unused,M,24,6.5
0,149.0,Unused,M,24,6.5
1,1.59,Used,M,24,6.0
0,119.0,Unused,M,24,6.0
0,19.02,Unused,M,24,6.0
0,1.2,Unused,M,24,6.0
0,119.0,Unused,M,24,6.0
1,151.2,Used,M,24,13.35
0,268.8,Unused,M,24,12.91
0,151.2,Unused,M,24,13.35
0,4.99,Unused,M,24,6.0
1,13.99,Unused,M,24,6.0
0,149.0,Unused,M,24,6.0
1,238.0,Used,F,2,6.5
0,84.59,Unused,F,2,6.5
0,57.54,Used,F,2,24.47
0,71.9,Used,F,2,13.78
0,8.99,Used,F,2,6.5
0,27.99,Used,F,2,6.5
0,39.99,Used,F,2,6.5
0,31.18,Used,F,2,6.5
0,119.0,Used,F,2,6.5
0,67.95,Used,F,2,13.78
0,79.0,Used,F,2,6.5
0,149.0,Used,F,2,6.5
0,5.98,Unused,F,2,6.5
0,26.37,Unused,F,2,24.47
0,19.19,Unused,F,2,11.1
0,14.38,Unused,F,2,6.5
0,83.86,Unused,F,2,24.47
0,41.98,Unused,F,2,6.5
0,44.79,Unused,F,2,6.5
0,119.0,Unused,F,2,6.5
0,238.0,Unused,F,2,6.5
0,15.99,Unused,F,2,6.5
0,19.99,Unused,F,2,6.5
0,149.0,Unused,F,2,6.5
0,149.0,Unused,F,2,6.5
0,149.0,Unused,F,2,6.5
0,8.76,Unused,F,2,24.47
0,2.39,Unused,F,2,6.5
0,149.0,Unused,F,2,8.7
0,3.98,Unused,F,2,6.5
0,59.99,Unused,F,2,6.5
0,13.59,Unused,F,2,13.78
1,92.42,Unused,F,3,6.5
0,153.71,Unused,F,3,6.5
0,46.21,Unused,F,3,6.5
0,13.4,Used,F,3,6.5
0,35.07,Used,F,3,6.5
0,122.77,Used,F,3,6.5
0,153.71,Used,F,3,6.5
0,19.8,Unused,F,3,6.5
0,16.5,Unused,F,3,6.5
0,31.35,Unused,F,3,12.76
0,245.54,Unused,F,3,6.5
0,153.71,Unused,F,3,6.5
0,2.05,Unused,F,3,6.5
1,99.0,Used,F,3,6.0
0,18.99,Used,F,3,6.0
0,158.0,Used,F,3,6.0
0,149.0,Used,F,3,6.0
0,99.0,Unused,F,3,6.0
0,238.0,Unused,F,3,6.0
0,18.99,Unused,F,3,6.0
0,79.0,Unused,F,3,6.0
0,149.0,Unused,F,3,15.75
0,447.0,Unused,F,3,19.99
0,237.0,Unused,F,3,6.0
0,5.98,Unused,F,3,6.0
0,41.59,Unused,F,3,6.5
0,238.0,Unused,F,3,6.5
0,12.79,Unused,F,3,6.5
1,1.99,Used,F,50,6.5
0,39.99,Used,F,50,6.5
0,476.0,Used,F,50,6.5
0,109.99,Used,F,50,6.5
0,99.0,Used,F,50,6.5
0,24.95,Unused,F,50,6.5
0,4.99,Unused,F,50,6.5
0,4.98,Unused,F,50,6.5
0,476.0,Unused,F,50,6.5
0,119.0,Unused,F,50,6.5
0,199.0,Unused,F,50,8.7
0,55.99,Unused,F,50,6.5
1,34.97,Used,F,50,6.0
0,13.5,Used,F,50,6.0
0,15.19,Used,F,50,6.0
0,7.6,Used,F,50,6.0
0,119.0,Used,F,50,6.0
0,16.99,Used,F,50,6.0
0,13.99,Unused,F,50,6.0
0,17.7,Unused,F,50,6.0
0,119.0,Unused,F,50,6.0
0,119.0,Unused,F,50,6.0
0,119.0,Unused,F,50,6.0
0,24.0,Unused,F,50,6.0
1,22.09,Used,F,50,6.0
0,238.0,Used,F,50,12.99
0,11.4,Used,F,50,6.0
0,13.59,Used,F,50,6.0
0,72.27,Unused,F,50,6.0
0,281.39,Unused,F,50,6.0
0,99.0,Unused,F,50,6.0
0,186.79,Unused,F,50,14.25
0,19.99,Unused,F,50,6.0
0,279.0,Unused,F,50,6.0
0,9.6,Unused,F,50,6.0
0,153.08,Unused,F,50,6.0
0,349.0,Unused,F,50,6.0
0,15.38,Unused,F,50,6.0
0,119.0,Unused,F,50,6.0
0,238.0,Unused,F,50,6.0
0,238.0,Unused,F,50,12.99
1,158.0,Used,F,31,6.0
0,199.0,Used,F,31,8.7
0,13.59,Unused,F,31,6.0
0,15.19,Unused,F,31,6.0
0,149.0,Unused,F,31,6.0
1,99.0,Used,F,31,6.5
0,279.0,Used,F,31,6.5
0,149.0,Used,F,31,12.99
0,99.0,Unused,F,31,6.5
0,198.0,Unused,F,31,6.5
0,119.0,Unused,F,31,6.5
0,119.0,Unused,F,31,6.5
0,149.0,Unused,F,31,6.5
0,79.0,Unused,F,31,6.5
0,298.0,Unused,F,31,6.5
0,149.0,Unused,F,31,6.5
0,0.4,Unused,F,31,6.5
0,119.0,Unused,F,31,6.5
0,238.0,Unused,F,31,6.5
0,199.0,Unused,F,31,6.5
1,1.99,Used,M,40,6.5
0,20.39,Used,M,40,6.5
0,95.6,Used,M,40,139.57
0,5.6,Used,M,40,6.5
0,119.0,Used,M,40,6.5
0,277.0,Used,M,40,6.5
0,119.0,Used,M,40,6.5
0,149.0,Used,M,40,6.5
0,25.14,Unused,M,40,6.5
0,55.99,Unused,M,40,6.5
0,432.35,Unused,M,40,139.57
0,12.76,Unused,M,40,6.5
0,38.98,Unused,M,40,6.5
0,238.0,Unused,M,40,6.5
0,506.0,Unused,M,40,6.5
0,238.0,Unused,M,40,6.5
0,79.0,Unused,M,40,6.5
0,13.59,Unused,M,40,6.5
0,23.19,Unused,M,40,6.5
0,29.99,Unused,M,40,6.5
0,17.59,Unused,M,40,6.5
1,238.0,Unused,M,40,6.0
1,74.98,Unused,F,41,6.0
0,476.0,Unused,F,41,6.0
0,119.0,Unused,F,41,6.0
0,119.0,Unused,F,41,6.0
0,119.0,Unused,F,41,6.0
0,149.0,Unused,F,41,6.0
0,15.38,Used,F,41,6.0
0,1.5,Used,F,41,6.0
0,4.56,Used,F,41,6.0
0,395.0,Used,F,41,6.0
0,21.5,Unused,F,41,6.0
0,21.49,Unused,F,41,6.0
0,18.69,Unused,F,41,6.0
0,33.58,Unused,F,41,6.0
0,4.8,Unused,F,41,6.0
0,149.0,Unused,F,41,6.0
0,8.79,Unused,F,41,6.0
0,11.98,Unused,F,41,6.0
0,14.16,Unused,F,41,6.0
1,22.94,Used,F,27,6.0
0,119.0,Used,F,27,6.0
0,119.0,Used,F,27,6.0
0,19.99,Used,F,27,6.0
0,10.63,Unused,F,27,6.0
0,119.0,Unused,F,27,6.0
0,119.0,Unused,F,27,6.0
0,13.59,Unused,F,27,6.0
0,15.99,Used,F,27,6.0
0,7.97,Used,F,27,6.0
0,124.82,Used,F,27,6.0
0,65.05,Used,F,27,6.0
0,39.75,Used,F,27,62.71
0,149.0,Used,F,27,6.0
0,316.0,Used,F,27,6.0
0,13.99,Used,F,27,6.0
0,15.39,Used,F,27,6.0
0,15.28,Unused,F,27,6.0
0,8.79,Unused,F,27,6.0
0,3.5,Unused,F,27,6.0
0,799.3,Unused,F,27,62.71
0,199.98,Unused,F,27,6.0
0,341.53,Unused,F,27,6.0
0,161.69,Unused,F,27,6.0
0,238.0,Unused,F,27,6.0
0,19.99,Unused,F,27,6.0
0,24.98,Unused,F,27,6.0
0,79.99,Unused,F,27,6.0
0,71.66,Unused,F,27,6.0
0,59.91,Unused,F,27,6.0
1,2.39,Used,F,27,6.0
0,99.0,Used,F,27,6.0
0,299.0,Used,F,27,12.99
0,119.0,Used,F,27,6.0
0,595.0,Used,F,27,6.0
0,149.0,Used,F,27,6.0
0,79.0,Used,F,27,6.0
0,158.0,Used,F,27,6.0
0,149.0,Used,F,27,6.0
0,217.0,Unused,F,27,12.99
0,27.42,Unused,F,27,6.0
0,198.0,Unused,F,27,6.0
0,51.79,Unused,F,27,6.0
0,357.0,Unused,F,27,6.0
0,238.0,Unused,F,27,12.99
0,119.0,Unused,F,27,6.0
0,349.0,Unused,F,27,6.0
0,79.0,Unused,F,27,6.0
0,16.99,Unused,F,27,12.99
0,149.0,Unused,F,27,6.0
0,22.38,Unused,F,27,6.0
0,99.0,Unused,F,27,6.0
0,13.59,Unused,F,27,6.0
0,238.0,Unused,F,27,6.0
